id,legislation,question,datetime,description
482,H R 5422,On Agreeing to the Amendment,17-Oct-1990,10:24 PM,
483,H J RES 647,On Passage,18-Oct-1990,12:25 PM,DISAPPROVING THE RECOMMENDATION OF THE PRESIDENT TO EXTEND MOST FAVORED NATION TREATMENT TO THE PRODUCTS OF THE PEOPLE’S REPUBLIC OF CHINA
484,H R 4939,ON AGREEING TO THE AMENDMENTS,18-Oct-1990,4:08 PM,
485,H R 4939,On Agreeing to the Amendment,18-Oct-1990,4:42 PM,
486,H R 4939,On Passage,18-Oct-1990,5:04 PM,REGARDING MOST FAVORED NATION STATUS TO THE TREATMENT OF THE PRODUCTS OF THE PEOPLE’S REPUBLIC OF CHINA
487,H J RES 677,On Passage,18-Oct-1990,5:39 PM,"MAKING FURTHER CONTINUING APPROPRIATIONS, FY 1991"
488,H RES 512,On Agreeing to the Resolution,19-Oct-1990,12:06 PM,WAIVING THE REQUIREMENT OF CLAUSE XI AGAINST CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES
489,H R 5019,On Agreeing to the Conference Report,19-Oct-1990,1:03 PM,ENERGY AND WATER DEVELOPMENT APPROPRIATION FOR FY 1991
490,H R 5019,RECEDE AND CONCUR TO S.ADT. #51 WITH AN AMENDMENT,19-Oct-1990,2:10 PM,ENERGY AND WATER DEVELOPMENT APPROPRIATION FOR FY 1991
491,H R 5019,RECEDE AND CONCUR TO S.ADT. #53 WITH AN AMENDMENT,19-Oct-1990,3:13 PM,ENERGY AND WATER DEVELOPMENT APPROPRIATION FOR FY 1991
492,H R 5229,On Agreeing to the Conference Report,19-Oct-1990,4:07 PM,"TRANSPORTATION AND RELATED AGENCIES APPROPRIATION, FY 1991"
493,H R 5311,MOTION TO RECOMITT CONFERENCE REPORT WITHINSTRUCTIONS,20-Oct-1990,1:47 PM,"DISTRICT OF COLUMBIA APPROPRIATION, 1991"
494,H R 5311,On Agreeing to the Conference Report,20-Oct-1990,1:59 PM,"DISTRICT OF COLUMBIA APPROPRIATION, 1991"
495,H R 5158,On Agreeing to the Conference Report,20-Oct-1990,2:45 PM,"VETERANS AFFAIRS, HOUSING AND URBAN DEVELOPMENT INDEPENDENT AGENCIES APPROPRIATION FOR FY 1991"
496,H R 5158,RECEDE AND CONCUR W/AMEND IN SENATE AMENDMENT #18,20-Oct-1990,3:47 PM,"VETERANS AFFAIRS, HOUSING AND URBAN DEVELOPMENT INDEPENDENT AGENCIES APPROPRIATION FOR FY 1991"
497,H R 5399,On Agreeing to the Amendment,21-Oct-1990,3:37 PM,
498,H R 5399,On Agreeing to the Amendment,21-Oct-1990,4:46 PM,
499,H R 5399,On Agreeing to the Amendment,21-Oct-1990,7:12 PM,
500,H R 5399,On Agreeing to the Amendment,21-Oct-1990,7:44 PM,
501,H R 5399,On Passage,21-Oct-1990,8:16 PM,"LEGISLATIVE BRANCH APPROPRIATION, FY 1991"
502,H RES 517,On Agreeing to the Resolution,22-Oct-1990,12:41 PM,WAIVING THE REQUIREMENT OF CLAUSE 4(B) OF RULE XI AGAINST CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES
503,H R 5400,MOTION TO INSTRUCT CONFEREES,22-Oct-1990,1:57 PM,CAMPAIGN COST REDUCTION AND REFORM ACT OF 1990
504,H R 5257,On Agreeing to the Conference Report,22-Oct-1990,3:55 PM,"LABOR, HEALTH AND HUMAN SERVICES AND EDUCATION APPROPRIATIONS, 1991"
505,H R 5241,On Agreeing to the Conference Report,22-Oct-1990,6:09 PM,"TREASURY POSTAL APPROPRIATIONS, FY 1991"
506,H R 5021,On Agreeing to the Conference Report,23-Oct-1990,12:47 PM,"COMMERCE, JUSTICE, AND STATE, THE JUDICIARY AND RELATED AGENCIES APPROPRIATION, FY 1991"
507,H R 5021,CONCUR IN SENATE AMENDMENT #165 WITH AMENDMENT,23-Oct-1990,3:51 PM,"COMMERCE, JUSTICE, AND STATE, THE JUDICIARY AND RELATED AGENCIES APPROPRIATION, FY 1991"
508,S 2830,On Agreeing to the Conference Report,23-Oct-1990,5:48 PM,AGRICULTURAL PRICE SUPPORT AND RELATED PROGRAMS
509,H CON RES 385,SUSPEND THE RULES AND AGREE,23-Oct-1990,6:07 PM,EXPRESSING THE SENSE OF CONGRESS REGARDING HUMAN RIGHTS VIOLATIONS AGAINST THE ETHNIC ALBANIAN MINORITY IN YUGOSLAVIA
510,H R 4333,On Motion to Suspend the Rules and Pass,23-Oct-1990,6:19 PM,"BEACHES ENVIRONMENTAL ASSESSMENT, CLOSURE, AND HEALTH ACT OF 1990"
511,H CON RES 382,SUSPEND THE RULES AND AGREE,23-Oct-1990,6:30 PM,IRAQ’S INVASION AND OCCUPATION OF KUWAIT
512,S 1430,On Agreeing to the Conference Report,24-Oct-1990,12:22 PM,NATIONAL SERVICE ACT OF 1990
513,H RES 511,On Agreeing to the Resolution,24-Oct-1990,1:42 PM,"PROVIDING FOR THE CONSIDERATION OF S. 2924, FEDERAL FISH INSPECTION ACT"
514,S 2924,On Agreeing to the Amendment,24-Oct-1990,5:04 PM,
515,S 2924,On Passage,24-Oct-1990,5:27 PM,FEDERAL FISH INSPECTION ACT
516,H RES 521,On Agreeing to the Resolution,24-Oct-1990,8:19 PM,WAIVING CERTAIN POINTS OF ORDER AGAINST CONSIDERATION OF THE CONFERENCE REPORT ON H.R. 4739; DEFENSE AUTHORIZATION ACT FOR FY 1991
517,H R 4739,On Agreeing to the Conference Report,24-Oct-1990,10:34 PM,NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 1991
518,H J RES 681,On Passage,24-Oct-1990,11:12 PM,"FURTHER CONTINUING APPRPOPRIATIONS, FY 1991"
519,H RES 527,On Agreeing to the Resolution,25-Oct-1990,12:17 PM,"WAIVING THE REQUIREMENT OF CLAUSE 4(B), RULE XI, AGAINST CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES"
520,S 605,SUSPEND THE RULES AND AGREE TO CONFERENCE REPORT,25-Oct-1990,12:30 PM,CONSUMER PRODUCT SAFETY COMMISSION AUTHORIZATION ACT
521,H R 5112,SUSPEND THE RULES AND AGREE TO SENATE AMENDMENTS,25-Oct-1990,12:38 PM,HEALTH CARE DEMONSTRATION PROJECTS EXTENSION ACT OF 1990
522,H R 5269,MOTION TO INSTRUCT CONFEREES,25-Oct-1990,1:32 PM,COMPREHENSIVE CRIME CONTROL ACT OF 1990
523,H R 5311,On Agreeing to the Conference Report,25-Oct-1990,5:32 PM,"DISTRICT OF COLUMBIA APPROPRIATION, 1991"
524,H RES 535,On Agreeing to the Resolution,26-Oct-1990,4:07 PM,"WAIVING CERTAIN POINTS OF ORDER AGAINST CONSIDERATION OF THE CONFERENCE REPORT ON S. 1630, CLEAN AIR ACT AMENDMENTS OF 1990"
525,S 1630,On Agreeing to the Conference Report,26-Oct-1990,7:06 PM,CLEAN AIR ACT AMENDMENTS OF 1990
526,H RES 531,On Agreeing to the Resolution,26-Oct-1990,11:08 PM,"WAIVING CERTAIN POINTS OF ORDER AGAINST CONSIDERATION OF THE CONFERENCE REPORT ON S. 358, IMMIGRATION ACT OF 1990"
527,H RES 537,On Agreeing to the Resolution,26-Oct-1990,11:59 PM,WAIVING CERTAIN POINTS OF ORDER AGAINST CONSIDERATION OF THE CONFERENCE REPORT ON H.R. 5835; BUDGET RECONCILIATION ACT OF 1990
528,H R 5835,On Agreeing to the Conference Report,26-Oct-1990,11:59 PM,OMNIBUS BUDGET RECONCILIATION ACT OF 1990
529,H R 5399,On Agreeing to the Conference Report,27-Oct-1990,5:33 PM,"LEGISLATIVE BRANCH APPROPRIATION, FY 1991"
530,S 358,On Agreeing to the Conference Report,27-Oct-1990,7:04 PM,IMMIGRATION ACT OF 1990
531,H R 5114,On Agreeing to the Conference Report,27-Oct-1990,8:59 PM,"FOREIGN ASSISTANCE APPROPRIATIONS, 1991"
532,H R 5769,On Agreeing to the Conference Report,27-Oct-1990,9:57 PM,"INTERIOR AND RELATED AGENCIES APPROPRIATION, FY 1991"
533,H J RES 687,On Passage,27-Oct-1990,10:23 PM,MAKING FURTHER CONTINUING APPROPRIATIONS FOR THE FISCAL YEAR 1991
534,S 3266,On Motion to Suspend the Rules and Pass,27-Oct-1990,11:57 PM,CRIME CONTROL ACT OF 1990
535,H R 4793,SUSPEND RULES AND AGREE TO SENATE AMENDMENT,27-Oct-1990,11:59 PM,SMALL BUSINESS REAUTHORIZATION AND AMENDMENTS ACT OF 1990
536,S 280,SUSPEND THE RULES AND CONCUR IN S. ADTS. TO H. ADT,27-Oct-1990,11:59 PM,NIOBRARA RIVER DESIGNATION
